date,OPEN,HIGH,LOW,CLOSE,VOLUME
11-08-2006,204.21,204.81,203.44,203.51,476
11-09-2006,202.75,204,202.38,203.58,399
11-10-2006,203.62,204.4,203.56,203.65,675
11-11-2006,203.56,203.85,202.88,203.38,900
11-12-2006,203.6,203.77,202.42,202.65,243
11-13-06,202.11,202.3,201.18,201.26,226
11-14-06,201.45,201.88,199.69,199.8,106
11-15-06,199.7,200,199.47,199.69,889
11-16-06,199.91,200.23,199.65,200.1,102
11-17-06,199.67,199.69,199.26,199.36,673
11-18-06,198.92,199.98,198.87,199.69,422
11-19-06,199.1,199.93,198.96,199.67,246
11-20-06,200.13,200.7,198.9,199.04,305
11-21-06,198.2,199.19,197.89,199.18,806
11-22-06,198.94,201.7,198.84,200.88,479
11-23-06,201.24,201.53,200.71,200.78,195
11-24-06,200.84,200.87,199.98,200.69,889
11-25-06,199.85,201.51,199.75,201.07,353
11-26-06,201.09,201.27,198.08,198.13,157
11-27-06,199.39,200.72,199.17,200.06,375
11-28-06,199.48,200.15,199.41,200.08,331
11-29-06,199.66,200,198.98,199.02,101
11-30-06,199.91,200.13,199.65,199.65,392
12-01-2006,199.63,199.83,196.1,196.18,899
12-02-2006,196.4,197.02,195.56,195.79,502
12-03-2006,196.17,196.31,194.25,195.34,369
12-04-2006,195.08,195.77,195,195.64,501
12-05-2006,195.37,195.66,195.15,195.39,798
12-06-2006,194.8,195.84,194.64,195.36,748
12-07-2006,195.56,195.77,192.77,193.01,827
12-08-2006,193.47,194.21,192.35,192.43,788
12-09-2006,192.75,193.27,192.51,193.06,332
12-10-2006,193.31,196.06,192.95,196.04,981
12-11-2006,195.53,196.34,195.23,195.39,716
12-12-2006,196.4,196.84,196.37,196.69,206
12-13-06,196.65,196.9,196.17,196.82,462
12-14-06,195.94,197.62,195.93,197.12,332
12-15-06,196.82,196.89,195.2,195.51,843
12-16-06,195.11,196.3,194.74,196.22,916
12-17-06,195.99,197.94,195.55,197.73,962
12-18-06,197.43,197.54,196.23,196.35,263
12-19-06,196.13,196.31,195.44,195.48,460
12-20-06,195.26,196.09,195.17,196,755
12-21-06,195.94,197.63,195.93,197.31,502
12-22-06,196.8,197.09,196.36,197.08,503
12-23-06,197.65,197.69,196.52,196.89,706
12-24-06,196.75,196.98,196.52,196.59,568
12-25-06,198.1,198.27,194.2,194.35,309
12-26-06,194.69,194.81,194.12,194.32,581
12-27-06,194.83,195.12,194.6,194.88,686
12-28-06,195.44,195.46,195.03,195.18,880
12-29-06,194.5,194.71,194.46,194.63,971
12-30-06,194.39,195.1,194.18,194.78,835
12-31-06,194.51,194.95,194.28,194.92,160
01-01-2007,195.65,195.79,192.15,192.8,872
01-02-2007,192.29,192.63,191.06,191.78,856
01-03-2007,191.55,191.69,190.4,190.59,189
01-04-2007,190.9,192.23,190.7,191.75,576
01-05-2007,192.28,192.92,191.53,192.85,157
01-06-2007,192.69,195.42,192.35,194.96,921
01-07-2007,195.38,195.48,194.58,194.62,281
01-08-2007,194.6,194.69,194.17,194.36,569
01-09-2007,194.43,197.02,194.29,196.54,222
01-10-2007,197,197.61,195.68,195.71,566
01-11-2007,196.24,196.24,195.55,195.76,163
01-12-2007,195.58,197.52,195.43,197.44,584
1-13-07,197.11,197.5,196.79,197.03,653
1-14-07,196.69,197.04,196.28,196.33,814
1-15-07,196.15,198.21,195.89,198.16,147
1-16-07,198.82,200.57,198.63,200.39,663
1-17-07,201.05,201.13,199.44,199.48,241
1-18-07,199.89,200.08,198.44,198.78,829
1-19-07,198.93,199.06,198.83,198.95,237
1-20-07,199.51,199.83,198.89,199.06,171
1-21-07,199.15,199.48,198.6,199.32,977
1-22-07,200.03,200.25,198.46,198.9,873
1-23-07,199.95,200.17,197.65,197.81,556
1-24-07,197.43,199.14,197.01,199,357
1-25-07,199.19,199.84,198.12,198.16,142
1-26-07,197.7,200.08,197.45,199.89,224
1-27-07,199.67,199.68,197.95,198.21,689
1-28-07,198.26,198.65,196.83,196.85,401
1-29-07,196.37,197.77,195.99,197.68,700
1-30-07,196.39,199.11,196.14,198.85,399
1-31-07,198.35,199.59,198.02,199.55,732
02-01-2007,199.03,199.19,198.71,199.13,732
02-02-2007,198.55,199.42,198.32,199.24,300
02-03-2007,199.51,202.46,199.41,202.01,806
02-04-2007,202.68,203.01,200.64,200.86,657
02-05-2007,201.37,202.42,201,201.96,522
02-06-2007,201.15,203.04,200.52,202,218
02-07-2007,202.88,203.37,201.84,201.89,387
02-08-2007,201.72,203.33,201.62,203.11,626
02-09-2007,203.89,204.15,202.29,202.46,509
02-10-2007,202.23,202.26,200.79,201.04,139
02-11-2007,201.17,203.18,201.12,202.74,384
02-12-2007,202.97,203.13,201.56,201.59,467
2-13-07,201.45,203.14,201.21,202.59,748
2-14-07,203.45,203.57,202.63,202.85,162
2-15-07,202.11,202.57,201.94,202.36,602
2-16-07,202.39,202.49,201.56,202.02,154
2-17-07,202.28,203.48,201.94,203.18,699
2-18-07,203.89,204.19,201.03,201.12,773
2-19-07,201.28,201.58,200.77,201.1,746
2-20-07,201.07,201.1,199.97,200.1,606
2-21-07,201.17,201.24,198.88,199.26,361
2-22-07,200.03,200.27,199.11,199.54,193
2-23-07,199.55,199.71,198.61,198.74,963
2-24-07,198.41,199.19,198.3,198.94,759
2-25-07,198.01,200.24,197.93,199.96,574
2-26-07,200.04,201.4,200.01,201.2,895
2-27-07,200.29,201.24,200.01,200.68,695
2-28-07,200.03,200.43,199.37,200.29,741
03-01-2007,200.3,200.44,199.02,199.18,482
03-02-2007,199.76,200.23,198.82,198.92,443
03-03-2007,199.15,199.22,196.59,197.26,658
03-04-2007,197.25,199.6,196.56,199.37,499
03-05-2007,198.65,200.79,198.44,200.29,718
03-06-2007,200.92,201.6,200.75,201.52,384
03-07-2007,201.89,202.06,200.98,201.21,526
03-08-2007,200.38,203.45,200.26,202.77,833
03-09-2007,202.21,203.03,201.94,202.65,517
03-10-2007,202.98,204.51,202.9,204.46,717
03-11-2007,204.94,205.37,202.17,202.25,267
03-12-2007,202.21,202.39,201.97,202.34,661
3-13-07,202.5,204.41,202.4,204.14,337
3-14-07,204.05,205.84,203.95,205.52,531
3-15-07,205.36,207.23,204.82,206.9,716
3-16-07,206.91,206.93,206.14,206.74,499
3-17-07,206.65,206.88,205.84,206.07,708
3-18-07,206.05,206.23,205.91,206.18,296
3-19-07,206.31,206.32,205.71,206,220
3-20-07,205.91,205.96,204.91,205.4,607
3-21-07,205.56,208.3,205.02,207.82,971
3-22-07,207.62,210.07,207.28,209.65,699
3-23-07,209.25,209.46,208.83,209.36,122
3-24-07,209.65,210.16,208.67,209,979
3-25-07,208.74,209.64,208.28,209.5,525
3-26-07,209.17,211.11,209.05,210.9,482
3-27-07,211.11,212.23,211.09,212.01,754
3-28-07,211.32,211.35,210.8,210.94,615
3-29-07,209.82,210.73,209.5,209.84,572
3-30-07,209.18,211.23,208.64,210.88,443
3-31-07,211.35,211.47,210.7,211.01,260
04-01-2007,210.71,210.8,209.71,210.12,446
04-02-2007,209.48,210.88,209.07,210.38,214
04-03-2007,209.7,211.4,209.68,210.78,629
04-04-2007,210.72,212.91,209.65,212.74,831
04-05-2007,212.59,212.78,212.23,212.25,736
04-06-2007,212.23,212.51,210.72,211.13,653
04-07-2007,211.55,211.8,209.53,209.59,617
04-08-2007,209.06,211.36,208.98,211.31,849
04-09-2007,211.21,211.39,208.88,209.4,747
04-10-2007,210.14,210.21,208.93,208.94,311
04-11-2007,208.71,209.03,207.3,207.52,245
04-12-2007,206.83,208.92,206.48,208.88,399
4-13-07,208.27,210.55,208.1,209.65,922
4-14-07,210.14,210.17,208.43,208.47,162
4-15-07,208.36,208.99,208.27,208.96,870
4-16-07,209.51,209.66,207.26,207.29,172
4-17-07,207.18,207.37,206.41,206.53,539
4-18-07,206.52,206.57,205.25,205.57,294
4-19-07,205.76,206.17,204.69,205.01,932
4-20-07,205.55,205.85,204.39,204.41,923
4-21-07,204.51,204.55,203.97,204.08,914
4-22-07,204.24,205.42,204.13,205.25,387
4-23-07,204.66,207.87,204.65,207.56,180
4-24-07,207.14,207.55,204.63,204.99,156
4-25-07,204.31,205.91,203.71,205.66,120
4-26-07,205.99,206.69,205.77,206.08,221
4-27-07,206.58,206.86,204.59,204.98,249
4-28-07,204.86,204.93,203.45,203.55,499
4-29-07,203.48,204.14,202.68,202.99,761
4-30-07,202.76,203.12,202.14,202.39,842
05-01-2007,202.82,203.96,202.65,203.58,987
05-02-2007,203.5,203.77,201.74,202.33,493
05-03-2007,202.77,204.39,202.75,204.18,786
05-04-2007,203.63,203.87,201.9,202,858
05-05-2007,201.64,201.8,199.78,200.01,835
05-06-2007,199.35,200.39,198.81,200.39,880
05-07-2007,200.56,202.12,200.51,201.71,459
05-08-2007,200.91,201.07,200.68,200.96,621
05-09-2007,201.38,201.51,198.56,199.76,694
05-10-2007,199.3,199.87,199.26,199.68,942
05-11-2007,199.11,199.39,198.33,198.91,315
05-12-2007,199.05,199.38,198.36,198.64,279
5-13-07,198.24,198.29,198,198.2,606
5-14-07,198.58,199.63,198.41,198.98,802
5-15-07,198.74,200.81,198.68,200.62,563
5-16-07,199.34,199.59,198.98,199.44,638
5-17-07,200.51,200.58,198.75,198.97,765
5-18-07,198.7,200.95,198.31,200.7,720
5-19-07,200.69,200.84,198.58,198.73,236
5-20-07,198.23,200.48,197.82,200.15,568
5-21-07,200.36,200.86,199.06,199.34,841
5-22-07,200.29,200.51,198.19,198.33,815
5-23-07,198.38,199.48,198.15,199.3,638
5-24-07,199.25,199.6,199.14,199.47,184
5-25-07,199.73,200.75,199.36,200.53,340
5-26-07,200.91,200.97,199.27,199.58,170
5-27-07,199.56,200.22,198.77,198.84,813
5-28-07,198.78,198.87,197.35,197.4,860
5-29-07,196.94,198.08,196.93,198.02,757
5-30-07,198.78,198.8,196.43,196.63,423
5-31-07,197.1,198,196.72,197.77,878
06-01-2007,197.51,199.01,197.45,198.73,347
06-02-2007,199.41,200.3,199.09,200.24,694
06-03-2007,200.35,200.35,199.67,199.85,154
06-04-2007,199.3,199.48,199.23,199.34,419
06-05-2007,199.32,202.64,199.15,202.29,777
06-06-2007,203.23,203.54,198.29,198.66,176
06-07-2007,198.81,199.94,198.08,199.81,411
06-08-2007,200.41,201.82,200.08,201.2,742
06-09-2007,201.75,201.77,200.78,200.85,477
06-10-2007,200.5,200.73,199.85,200.06,483
06-11-2007,199.06,199.81,198.81,199.81,267
06-12-2007,198.93,200.31,198.91,199.99,703
6-13-07,199.95,200.44,199.82,200.23,500
6-14-07,199.06,202.18,198.97,201.67,923
6-15-07,201.99,202.17,200.29,200.7,203
6-16-07,201.13,201.4,199.29,199.42,744
6-17-07,199.05,200.47,198.67,200.36,333
6-18-07,200.45,201.07,200.43,200.96,986
6-19-07,199.71,201.14,199.47,200.67,998
6-20-07,200.96,202,200.79,201.94,906
6-21-07,200.74,202.87,200.74,202.58,543
6-22-07,202.86,202.91,202.34,202.48,734
6-23-07,202.7,203.05,202.65,202.99,111
6-24-07,203.31,203.38,202.57,202.68,764
6-25-07,202.67,205.23,202.6,205.19,271
6-26-07,205.07,205.24,202.38,202.51,783
6-27-07,202.19,204.04,201.72,203.9,625
6-28-07,203.96,204.37,202.76,202.87,120
6-29-07,203.27,203.62,202.59,203.2,179
6-30-07,203.5,204.17,203.21,203.73,708
07-01-2007,203.66,205.42,203.64,205.29,770
07-02-2007,204.06,207.18,203.67,206.97,913
07-03-2007,207.29,208.84,206.97,208.45,579
07-04-2007,208.08,208.98,208.01,208.33,679
07-05-2007,207.54,209.22,207.27,208.65,347
07-06-2007,208.47,209.67,208.2,209.46,597
07-07-2007,209.54,212.28,209.43,211.99,295
07-08-2007,211.22,211.66,211.08,211.39,818
07-09-2007,211.55,211.77,210.7,211.12,125
07-10-2007,211.13,213.88,211.13,213.71,408
07-11-2007,213.47,215.75,213.36,215.47,853
07-12-2007,215.15,215.65,214.35,214.56,322
7-13-07,215.01,215.53,214.09,214.47,331
7-14-07,214.83,214.87,214.61,214.66,513
7-15-07,213.9,216.52,213.53,215.88,951
7-16-07,216.24,217.36,216.22,217.26,128
7-17-07,217.27,217.41,217,217.07,904
7-18-07,217.8,218.22,217.7,218.03,655
7-19-07,218.35,218.9,218.2,218.4,712
7-20-07,219.14,219.2,218.54,218.86,220
7-21-07,218.77,220.13,218.69,219.79,719
7-22-07,220.02,220.13,218.54,218.57,317
7-23-07,219.57,219.87,218.89,219.31,979
7-24-07,219.11,221.69,218.74,221.68,662
7-25-07,221.82,222.33,221.69,222.26,649
7-26-07,222.01,222.05,220.63,220.91,480
7-27-07,220.43,221.73,220.26,221.42,356
7-28-07,221.53,222.89,221.25,222.45,221
7-29-07,223.27,223.61,222.29,222.4,851
7-30-07,223.04,223.13,222.54,222.71,819
7-31-07,222.29,223.9,222.18,223.6,871
08-01-2007,223.51,223.97,222.59,223.08,478
08-02-2007,222.79,224.33,222.69,223.56,905
08-03-2007,223.25,225.05,222.98,224.65,144
08-04-2007,223.51,224.39,223.38,224.21,533
08-05-2007,224.28,224.34,223.09,223.41,756
08-06-2007,223.18,223.57,222.75,222.99,902
08-07-2007,222.79,222.98,221.92,222.19,538
08-08-2007,222.07,222.79,221.7,222.24,999
08-09-2007,222.71,222.71,220.91,221.12,643
08-10-2007,220.86,220.97,220.07,220.35,956
08-11-2007,220.49,221.13,219.76,219.96,953
08-12-2007,220.36,221.01,219.44,220.04,122
8-13-07,220.41,220.43,219.7,220.09,111
8-14-07,219.69,219.89,218.73,219.12,254
8-15-07,220.31,221,219.92,220.17,367
8-16-07,220.22,221.59,220.14,221.41,835
8-17-07,220.73,220.94,220.69,220.91,150
8-18-07,221.13,221.14,218.55,218.74,315
8-19-07,219.24,219.6,217.11,217.34,912
8-20-07,217.49,218.53,217.48,218.42,655
8-21-07,219.73,220.03,216.99,217.38,109
8-22-07,217.58,219.73,217.16,219.37,201
8-23-07,218.62,219.17,218.48,218.59,974
8-24-07,218.97,219,217.94,218.1,922
8-25-07,218.87,219.05,215.4,215.56,937
8-26-07,216.23,216.39,215.09,215.18,812
8-27-07,215.32,215.86,214.57,214.68,617
8-28-07,215.23,215.65,214.14,214.49,680
8-29-07,214.15,215.62,213.6,215.46,908
8-30-07,215.38,217.13,215.31,216.96,917
8-31-07,216.73,217.48,216.57,217.38,421
09-01-2007,217.75,217.95,217.37,217.56,708
09-02-2007,216.94,217.26,216.88,217.19,279
09-03-2007,217.28,217.35,216.36,216.58,673
09-04-2007,216.13,218.3,215.87,218.01,101
09-05-2007,218.14,218.92,217.99,218.38,526
09-06-2007,219.02,219.14,216.51,216.96,777
09-07-2007,217.15,218.84,216.82,218.69,184
09-08-2007,218.47,221,217.9,220.56,802
09-09-2007,221,221.67,220.77,221.4,704
09-10-2007,222.42,222.77,220.84,220.98,161
09-11-2007,221.29,221.56,220.96,221.04,680
09-12-2007,221.24,221.51,220.97,221.5,413
9-13-07,222.09,222.26,219.85,219.97,145
9-14-07,220.23,221.62,219.86,221.16,926
9-15-07,221.19,222.81,221.1,222.5,120
9-16-07,222.7,223.43,222.46,223.02,820
9-17-07,222.46,223.12,222.21,223.01,762
9-18-07,223.4,223.52,222.46,222.57,976
9-19-07,222.37,222.52,219.55,219.74,862
9-20-07,219.97,219.98,219.77,219.97,279
9-21-07,220.22,221.37,219.61,221.14,287
9-22-07,221.74,222.59,219.95,220.27,576
9-23-07,220.44,220.76,220.17,220.42,898
9-24-07,221.4,221.58,220.1,220.41,234
9-25-07,220.35,221.25,219.58,221.19,822
9-26-07,221.49,221.56,219.24,219.8,584
9-27-07,219.48,221.15,219.29,220.81,979
9-28-07,221.98,222.32,219.12,219.2,185
9-29-07,218.84,220.75,218.71,220.48,121
9-30-07,220.4,220.97,220.2,220.88,782
10-01-2007,220.87,221.48,220.58,221.48,870
10-02-2007,220.79,222.46,220.6,222.08,804
10-03-2007,222.32,223.2,221.68,223.19,382
10-04-2007,223.37,224.59,223.24,224.44,559
10-05-2007,224.24,225.46,224.14,225.02,331
10-06-2007,224.96,225.48,224.72,224.81,721
10-07-2007,225.39,225.95,222.64,222.68,171
10-08-2007,223.72,224.14,223,223.15,431
10-09-2007,223.42,224.18,222.65,223.28,659
10-10-2007,223.85,224,223.15,223.28,569
10-11-2007,223.19,223.28,221.87,221.9,926
10-12-2007,222,222.01,219.89,220.41,299
10-13-07,220.49,220.86,220.25,220.43,152
10-14-07,220.5,220.65,220.47,220.54,425
10-15-07,220.3,220.87,220.17,220.81,378
10-16-07,221.94,222.03,220.66,220.68,805
10-17-07,220.16,222.28,220.01,222.07,190
10-18-07,222.01,223.18,221.91,222.6,710
10-19-07,222.61,223.94,222.11,223.43,834
10-20-07,224.1,224.52,222.39,222.65,640
10-21-07,223.05,223.59,222.13,223.37,952
10-22-07,222.58,226.17,222.1,225.61,918
10-23-07,225.17,225.41,223.62,223.67,741
10-24-07,224,225.09,223.51,224.63,623
10-25-07,224.74,224.91,223.34,223.58,626
10-26-07,224.1,224.11,223.04,223.23,290
10-27-07,223.66,223.71,223.11,223.67,515
10-28-07,224.47,224.63,222.97,223.36,610
10-29-07,224.64,224.94,221.93,222.19,745
10-30-07,221.91,222.25,221.59,221.9,516
10-31-07,221.78,223.14,221.51,222.78,903
11-01-2007,223.95,224.35,221.62,221.98,844
11-02-2007,222.05,222.14,219.72,220.41,761
11-03-2007,220.49,220.69,219.92,220.46,799
11-04-2007,220.39,221.4,220.17,221.23,528
11-05-2007,221.43,223.21,221.06,222.76,912
11-06-2007,222.66,222.8,221.02,221.35,624
11-07-2007,221.16,221.37,220.38,220.67,757
11-08-2007,220.96,221.13,220.38,220.46,575
11-09-2007,219.75,220.3,219.54,219.85,742
11-10-2007,219.72,220.66,219.68,220.64,661
11-11-2007,220.78,220.86,219.4,219.42,621
11-12-2007,220.21,221.88,220.15,221.64,670
11-13-07,222.65,222.82,221.16,221.46,632
11-14-07,221.31,221.6,219,219.32,261
11-15-07,219.48,220.18,219.22,219.28,766
11-16-07,218.84,219.43,218.7,219.41,489
11-17-07,219.49,219.76,217.65,217.83,865
11-18-07,218.25,218.57,218.14,218.38,340
11-19-07,218.58,218.75,217.19,217.29,240
11-20-07,216.52,218.88,216.41,218.71,481
11-21-07,219.3,219.79,218.68,218.81,424
11-22-07,218.09,219.52,217.3,218.89,767
11-23-07,218.74,218.77,217.42,217.53,509
11-24-07,218.51,218.76,216.98,217.16,779
11-25-07,216.67,217,215.81,216.43,591
11-26-07,215.55,215.93,215.24,215.79,930
11-27-07,215.42,216.35,215.07,216.34,468
11-28-07,215.8,217.25,215.73,216.91,692
11-29-07,216.54,217.47,216.11,217.19,311
11-30-07,217.3,217.8,215.26,215.36,585
12-01-2007,215.38,215.39,215.07,215.25,344
12-02-2007,214.9,215.01,213.56,213.65,392
12-03-2007,213.25,213.43,213.13,213.42,224
12-04-2007,213.18,213.69,211.26,211.39,975
12-05-2007,211.88,212.39,211.15,211.16,938
12-06-2007,211.66,211.89,210.97,211.16,282
12-07-2007,210.97,210.98,208.69,209.07,734
12-08-2007,209.61,211.43,209.05,211.19,564
12-09-2007,211.36,211.53,210.44,210.48,430
12-10-2007,210.37,210.44,208.22,208.66,141
12-11-2007,208.07,209.79,207.89,209.6,146
12-12-2007,209.42,210.15,209.26,209.53,730
12-13-07,209.54,209.71,206.83,206.98,525
12-14-07,207.33,207.36,206.44,206.61,102
12-15-07,207.08,207.31,205.99,206.05,154
12-16-07,205.91,206.49,205.9,206.35,382
12-17-07,206.77,208.31,206.6,208.03,402
12-18-07,207.71,207.86,206.34,206.46,285
12-19-07,206.17,206.86,205.82,205.93,604
12-20-07,206.26,206.29,203.73,204.07,782
12-21-07,203.89,204.41,203.83,203.97,907
12-22-07,204.29,206.35,203.75,206.27,553
12-23-07,206.58,206.77,205.83,206.01,707
12-24-07,206.48,206.52,205.68,205.9,839
12-25-07,206.05,206.63,206.02,206.62,479
12-26-07,207.49,207.54,206.26,206.43,364
12-27-07,206.2,207.84,205.54,207.62,414
12-28-07,207.66,209.79,207.38,209.69,788
12-29-07,208.77,208.83,208.26,208.58,190
12-30-07,208.58,208.79,205.11,205.54,121
12-31-07,205.45,205.68,203.04,203.24,626
01-01-2008,203.83,204.34,203.79,204,570
01-02-2008,204.31,204.36,203.06,203.48,382
01-03-2008,203.39,203.49,202.99,203.06,443
01-04-2008,203.37,203.5,201.12,201.18,890
01-05-2008,200.47,203.52,200.09,203.18,949
01-06-2008,201.65,201.7,200.62,201.13,807
01-07-2008,201.3,201.44,199.58,199.66,737
01-08-2008,199.64,202.74,199.19,202.32,413
01-09-2008,202.9,203.19,200.9,201.03,330
01-10-2008,200.84,201.33,200.38,200.54,668
01-11-2008,200.56,200.88,199.4,199.56,234
01-12-2008,199.81,200.18,197.28,197.86,665
1-13-08,198.52,198.88,197.33,197.53,641
1-14-08,197.15,197.6,197.05,197.39,300
1-15-08,197.32,197.81,197.15,197.46,350
1-16-08,197.45,197.85,196.74,197,497
1-17-08,197.11,197.19,197.02,197.16,625
1-18-08,197.65,198.42,197.5,198.18,350
1-19-08,198.04,198.15,195.37,195.71,206
1-20-08,195.69,196.08,195.22,195.3,770
1-21-08,195.61,197.64,195.26,197.63,158
1-22-08,197.63,200.27,197.46,199.87,260
1-23-08,200.62,200.66,200.27,200.4,912
1-24-08,200.56,200.9,197.43,197.53,635
1-25-08,196.47,200.25,195.93,200.22,833
1-26-08,200.39,200.42,198.71,199.03,280
1-27-08,199.48,199.58,197.13,197.58,563
1-28-08,197.88,198.66,197.65,198.13,645
1-29-08,198.13,198.62,197.48,198.47,908
1-30-08,198.68,199.06,198.11,198.44,238
1-31-08,199.35,199.72,196.38,196.77,667
02-01-2008,196.53,197.36,196.14,197.05,286
02-02-2008,197.27,197.48,195.16,195.25,561
02-03-2008,195.17,197.8,194.86,197.41,698
02-04-2008,196.64,197.69,196.56,197.67,463
02-05-2008,198.42,198.48,196.39,196.61,883
02-06-2008,196.56,196.69,196.02,196.08,597
02-07-2008,194.92,195.13,194.47,194.7,983
02-08-2008,194.63,195,193.39,193.52,797
02-09-2008,193.53,193.77,191.82,192.05,619
02-10-2008,192.61,194.03,192.35,193.92,891
02-11-2008,194.26,194.83,194.03,194.29,157
02-12-2008,194.94,195.33,193.12,193.58,226
2-13-08,194.39,194.53,192.27,192.95,416
2-14-08,192.51,195.15,192.12,194.97,111
2-15-08,195.21,195.93,194.67,194.77,602
2-16-08,194.44,197.39,194.08,196.98,375
2-17-08,196.23,196.82,195.97,196.6,827
2-18-08,196.65,196.74,195.57,195.84,298
2-19-08,196.16,196.34,194.66,195.14,788
2-20-08,194.91,194.95,192.62,192.96,254
2-21-08,193.69,193.72,192.48,192.81,798
2-22-08,193.37,193.48,192.43,192.97,527
2-23-08,191.74,192.66,191.64,192.48,881
2-24-08,192.66,192.93,189.97,190.06,371
2-25-08,190.43,191.82,190.28,191.8,558
2-26-08,191.84,192.33,189.88,189.98,257
2-27-08,188.38,193.52,188.12,193.43,700
2-28-08,193.67,194.1,193.31,193.42,285
2-29-08,193.77,195.26,193.43,195.25,692
03-01-2008,195.13,195.27,193.17,193.22,582
03-02-2008,192.94,194.83,192.92,194.7,985
03-03-2008,195.09,196.95,194.91,196.89,212
03-04-2008,196.66,197.87,196.54,197.84,640
03-05-2008,197.79,197.97,196.54,196.73,656
03-06-2008,196.86,196.92,196.09,196.31,202
03-07-2008,196.75,197.83,196.72,197.57,563
03-08-2008,198.45,198.58,196.07,196.19,769
03-09-2008,195.77,196.48,195.42,196.44,142
03-10-2008,196.06,199.1,195.69,198.79,727
03-11-2008,198.96,198.99,198.49,198.68,281
03-12-2008,198.47,198.66,198.46,198.62,478
3-13-08,199.12,199.77,198.86,199.06,996
3-14-08,198.01,198.44,195.46,195.61,999
3-15-08,196.1,196.78,195.74,196.62,137
3-16-08,197.28,197.53,194.45,195.24,285
3-17-08,195.54,195.68,194.61,195.04,724
3-18-08,195.02,196.98,194.88,196.97,814
3-19-08,196.47,197.67,195.99,197.62,312
3-20-08,197.17,199.36,196.99,198.82,918
3-21-08,199.12,199.29,198.91,199.09,308
3-22-08,198.47,198.65,196.92,196.97,766
3-23-08,196.66,197.58,196.06,197.43,533
3-24-08,198.36,198.98,198.27,198.93,478
3-25-08,199.14,199.16,197.86,197.9,451
3-26-08,198.23,198.47,197.25,197.43,623
3-27-08,196.54,196.72,195.16,195.29,645
3-28-08,195.7,195.93,194.53,194.93,421
3-29-08,195.03,195.09,194.58,194.97,752
3-30-08,194.47,194.57,194.1,194.17,532
3-31-08,194.07,195.4,194,195.34,638
04-01-2008,195.59,195.82,195.1,195.28,136
04-02-2008,195.33,198.04,195.16,197.97,893
04-03-2008,197.85,198.06,196.21,196.46,628
04-04-2008,195.67,197.14,195.44,196.83,976
04-05-2008,197.16,197.35,196.29,196.49,484
04-06-2008,195.89,196.17,195.02,195.12,193
04-07-2008,195.88,196.14,195.24,195.33,946
04-08-2008,196.29,196.42,192.61,192.77,248
04-09-2008,192.92,194.41,192.85,193.71,322
04-10-2008,193.45,193.83,193.15,193.76,153
04-11-2008,194.15,194.87,193.92,194.6,356
04-12-2008,193.46,193.85,193.14,193.17,600
4-13-08,193.66,193.79,192.09,192.26,542
4-14-08,192.58,192.63,191.45,191.76,714
4-15-08,192.14,192.17,191.12,191.64,725
4-16-08,190.97,191.9,190.79,191.69,963
4-17-08,191.22,193.63,191.14,192.87,538
4-18-08,193.04,193.7,192.41,192.54,977
4-19-08,193.16,193.25,192.61,192.76,867
4-20-08,192.11,193.65,191.84,193.39,932
4-21-08,191.62,194.2,191.46,193.85,888
4-22-08,193.5,194.07,192.96,193.24,971
4-23-08,193.21,194.7,193.16,194.43,332
4-24-08,195.11,195.37,194.08,194.39,976
4-25-08,195.01,195.33,194.95,195.31,486
4-26-08,194.6,196.21,194.38,195.93,411
4-27-08,195.19,195.23,194.35,194.84,219
4-28-08,195.04,195.09,192.59,192.96,857
4-29-08,193.2,193.91,192.81,193.56,676
4-30-08,193.57,193.75,192.61,192.75,768
05-01-2008,193.4,193.58,192.37,192.95,758
05-02-2008,193.21,193.55,193.13,193.29,518
05-03-2008,194,194.14,193.04,193.16,728
05-04-2008,193.45,194,193.13,193.87,523
05-05-2008,193.79,193.83,191.44,191.84,871
05-06-2008,192.26,192.38,190.62,190.92,723
05-07-2008,191.04,192.57,191.02,192.44,621
05-08-2008,192.6,193.04,191.42,191.84,854
05-09-2008,191.73,192.14,191.27,192.06,261
05-10-2008,192.14,192.54,192.01,192.33,249
05-11-2008,192.5,192.51,191.23,191.61,470
05-12-2008,191.56,192.54,191.34,192.31,485
5-13-08,192.59,193.24,192.04,192.38,703
5-14-08,192.33,192.37,191.91,192.05,882
5-15-08,191.84,193.45,191.58,193.14,579
5-16-08,193.81,193.82,193.52,193.65,274
5-17-08,193.8,194.96,193.48,194.68,996
5-18-08,195.23,195.73,195.1,195.47,242
5-19-08,195.02,196.39,194.86,196.09,501
5-20-08,195.17,196.92,195.02,196.28,851
5-21-08,196.44,197.59,196.42,197.1,448
5-22-08,197.07,197.74,194.25,194.34,681
5-23-08,194.18,194.26,193.63,193.97,212
5-24-08,194.38,195.54,194.25,195.46,334
5-25-08,195.91,196.06,193.97,193.98,630
5-26-08,194.23,197.43,194.13,197.2,507
5-27-08,197.42,199.16,197.04,198.51,201
5-28-08,198.15,199.12,197.73,198.71,364
5-29-08,199.03,199.54,198.82,199.51,484
5-30-08,198.92,199.29,198.2,198.4,271
5-31-08,199.16,199.61,199.12,199.45,282
06-01-2008,200.05,200.18,198.96,199.14,856
06-02-2008,198.24,200.54,197.48,200.21,673
06-03-2008,199.73,199.82,199.41,199.56,240
06-04-2008,198.83,198.98,198.08,198.34,182
